 0.111447834083927 -0.0952717533429547 0.98919294037764
 -0.300100630086549 0.399143258356766 0.866385751920009
 -0.178144836867825+0.799024324225844i -0.326559578915512-0.746016036503697i 1.43581974780025-0.0705357514460922i
 -0.521501023802367-0.434225643136554i 0.166111679931077+0.906794404917096i 1.33816151503909-0.281788300718556i
 -0.0929584849163806 0.154333259832783 0.983636093782369
 0.00556242512983602 -0.0144457205492864 0.9998801831142
 -0.137981706066094 0.279019332279563 0.950320609586763
 -0.0799333270475423 0.197272084196748 0.977084637083084
 -0.372688227104869-0.733037120796054i -0.152454325894637+0.771553249595065i 1.40808565217795-0.110481684229992i
 0.472088658545024 0.109966559237797 0.874665452800418
 0.397258347044477 -0.265569795192088 0.878440942571055
 -0.225892243685966 0.367940659967447 0.901993550412219
 -0.267733074368903-0.300031750100685i -0.041707800228315+0.607973336082281i 1.17830665092543-0.0466527048575197i
 -0.0703810013992236 0.0852562524357809 0.99387015553474
 -0.0118088062637193+0.621432025763133i -0.728871960342242-0.708275907083318i 1.23536931133215-0.411944892747835i
 0.630425330106274 -0.65145918256641 0.422095767107774
 0.218157740090142 -0.420008930893571 0.88090845063968
 0.212848729256046 -0.431178642768666 0.876801229740389
 -0.000370686736342129+0.248750854135013i -0.401440793683386-0.412654133862137i 1.0469076610485-0.158145747263182i
 -0.132676719317149+0.220497367437973i -0.136815228528309-0.33850914394773i 1.06167046392516-0.0160674513778273i
 -0.124824452334926 -0.167058833012404 0.978013395824321
 -0.164626421413997 0.29088864121489 0.942487103245756
 0.0378961942045471+0.507469434449731i 0.0521773553852761-0.232205290147644i 1.14338298560822-0.00622302621603108i
 -0.0586507915562857 0.108462606929301 0.992368856599159
 -0.0417370853912954 0.00619291948188409 0.99910943517281
